"Los líderes de los 27 siguen discutiendo, sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma... #euco",neg
"Hoy la Ertzaintza ha descubierto un""ZULO""con armamento de ETA oculto en montes de Bizkaia entre municipios de Abadiano y ELORRIO",neg
"Curiosidad del insomne. Rajoy pide poder de bloqueo sobre fondo de rescate. Si no se lo dan, ¿sería fracaso suyo, de ZP o de los dos?",neg
Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros http://t.co/Kgw6ZHwX by @basteiro #euco,neg
"A la ofensa, oídos sordos. Es jodido cuando te arrancan la mandíbula de un zarpazo #malditosorcos",neg
RT: “@ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. http://t.co/crxjc6dp”,neg
RT @sanchez_sonia Papelón #ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,neg
"Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado #euco",neg
Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española...,neg
"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",neg
"Ironía, por qué le abandonas.",neg
Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,neg
“@PaquiVicente: Hola @rafam_simancas! Me haces un RT para encontrar el perro de @anapalacio? En la foto está la info! http://t.co/jvbv7FED”,neg
"Habrá que ir calentando los motores para esta noche... Y no, no es que vaya a ver el clásico ;)",neg
El Tribunal de Cuentas ve irregularidades en contratos del semestre europeo presidido por Zapatero http://t.co/kf1urHEz  (vía @LARAZON_es),neg
Apaga y vámonos! Qué mala pata,neg
Puedes encontrar vicio y tentación en cada esquina... http://t.co/0NkGDvSL,neg
Merkozy se equivoca http://t.co/P39oYDMp via @el_pais,neg
Nervios http://t.co/UieczUa5,neg
"EEUU y el FMI insatisfechos con resultados de la cumbre euroepa. Mañana, en EM, mi análisis sobre la cumbre centrado en las tareas de Rajoy.",neg
Mañana por la mañana montones de asalariados del PP volverán a TWITTER . Estos días no han tenido tiempo. Estaban de acueducto.,neg
D.Villepin candidato alas presidenciales Francesas.TF1.Rencor acumulado entre los dos.NS y DV.,neg
"Buenos días, empieza una semana bastante dura de trabajo con 4 conciertos seguidos, a esta altura de la temporada se convierte en un reto.",neg
Un día mas en la puerta de Génova. Hoy portavoces y presidentes de Congreso y Senado. Muchas quinielas y pocas certezas.,neg
Confusión en Junta Directiva PP. Zoido presidirá el XVII Congreso Nacional de febrero pero la comisión organizadora la dirigirá Pedro Sanz,neg
"A las 3 en @A3noticias, Zapatero dice que no aprobó la ley de las descargas en Internet por la presión de las redes sociales",neg
@mgilguerrero el abogado esta indignado Xq el Rey no le informo antes? Es indigno todo. Lo segundo también.,neg
Con Alexander Kwaniewski ex presidente Polonia. Con Polonia tenemos mucho que hacer en Europa Hemos perdido algo el tiempo. Ganemoslo,neg
"Hay Pte Portavoz, Portavoz adjunto e incluso portavoz rotatorio, y los he desempeñado. El portavoz 4 o 5 no existe en Cortes.  Diputado sí",neg
celebracion y dificultades en la zona euro@nytimes http://t.co/Q0d8J7c1,neg
Eguiguren: el socialismo esta en el desierto sin cantimplora.,neg
Pregunta: ¿por qué Bermúdez no se querella contra EM? Respuesta: porque en la instrucción de ese sumario se podrían practicar pruebas.,neg
"Da igual que o sea corresponsal político con acreditación permanente. Prensa del Congreso a la suya, deja a los periodistas en la calle",neg
"AMAIUR tendrá grupo solo con diputados del PVasco. El de Navarra (le faltaban unas décimas para 15%), no tomará posesión, de momento",neg
sólo tiene q tomar prestado un diputado de FORO temporalmente. “@isabelsuarezl: @maria_rey y grupo parlamentario de UPyD????,neg
Hoy asisten 349 diputados a la Constitución de la cámara baja. Falta solo el diputado de AMAIUR por Navarra,neg
La actual situación económica hace urgente adoptar medias de control de gasto público y de austeridad en la administración de #Asturias.,neg
"La maniobra de Amaiur,no tomar posesión diputado x Navarra,no les garantiza grupo parlamentario la última palabra la tiene Mesa del Congreso",neg
"Esta noche estoy entre pasar bajo una escalera vestido de amarillo echándole sal a un gato mientras rompo un espejo, o ver TSQV... #Dilema13",neg
"Si en Parlament se puede decir“ls españoles nos roban”,los de Duran tendrán licencia para decir“ls homosexuales son enfermos”? #stopfachas",neg
Hasta hace nada te robaban reclamando la bolsa o la vida. Ahora desde la bolsa parece que nos roban la vida sin reclamar.  Mañana me entero,neg
Cataluña dice q no tiene dinero para pagar nóminas. Pero si tiene para financiar cine lésbico. Se lo contamos en el @TelediarioInter 20:30,neg
"Ya está aquí toda la INFO y entradas para ""YES WE SPAIN IS DIFFERENT"" BARCELONA  http://t.co/RpzL3ZaV ....EN 2012 ...LA VAMOS A LIAR!!!!",neg
Bfff no me acordaba de ésta.,neg
"El Consejo de la Unión Europea defiende la #Neutralidad en #Internet, pero no propone medidas concretas http://t.co/5HNGF3Iy #interesante",neg
"Muere un hombre al chocar frontalmente el vehículo q conducía en sentido contrario con un camión,(A-92 altura La Roda de Andalucía,Sevilla)",neg
"Tienes razón, Adriana. Mañana estaré con vosotros en el programa de Federico “@AdrianaRey83: Todo un sinvergüenza...y me quedo corta”",neg
el juez Grande-Marlaska demanda a los medios profundizar más en la violencia machista,neg
PSOE-A no acepta ninguna de las 443 enmiendas de la oposición al Presupuesto http://t.co/rrrqXcbS,neg
Sic transit. El Museo de Cera estudia apartar la figura de Iñaki Urdangarin de la Familia Real http://t.co/vUDWnQ9i vía @elmundoes,neg
"Los minijobs me parecen un horror, no son una solución mágica. El problema de España no está en la reforma de su mercado laboral",neg
"Twitter esta noche va a pedales, desconecto por si viene una cuesta y me toca subirla a mí. Cataclock, (analógico de click).",neg
Mi madre habla con esta señora desde otro plano inmaterial para comentarle que quiere que me corte el pelo.#ya,neg
Hay quien nos pide a la izquierda que discutamos nuestras diferencias en casa. No se han enterado que nuestra casa es de puertas abiertas.,neg
Mañana casi toda España con avisos por viento fuerte. Os dejo el mapa de avisos AEMET del viernes http://t.co/tawEniLK,neg
"Esta info es incorrecta“@formulatv: La crisis golpea El Terrat de @Buenafuente, sin liquidez tras afrontar un ERE: http://t.co/LdU4QHTL”",neg
"Tomas Gómez explica en el Pleno #AsambleaMadrid un juego de niños que se llama... Jenga?  Yo ya no entiendo nada, que cosas tiene este Tomás",neg
Carta de los corresponsales en España a @marianorajoy para reclamar una mejor atención a los medios de comunicación http://t.co/kd44Ne2q,neg
Esperando tratamiento...  http://t.co/bzSNqLUj,neg
"Mikel Laboa me arranca el alma y la escupe, como el vomito de un sapo. http://t.co/zSf0j6BJ",neg
"Rubalcaba espera el discurso de Rajoy para el debate de investidura: ""Ya va siendo hora de que diga lo que va a hacer""",neg
La reunión de la Mesa del Congreso convocada para esta tarde se retrasa hasta las 21:00 horas.,neg
"¿No debería explicar Gallardón por qué pagó 144.000 euros a Urdangarin por ""ayudar a perfilar el lema"" olímpico? http://t.co/Ae9QUl0L",neg
"¿Y tú de que trabajas? Yo ayudo a ""perfilar lemas"", como Urdangarin. http://t.co/Ae9QUl0L",neg
ya... aun cerrando asuntos de mi padre RT @Milamorr: Se ha notado que faltabas tu hoy en el #fyt06 :( @mariviromero,neg
"+1 RT @jmbescos:que entreguen las armas, que se entreguen ellos y que pidan perdón a las víctimas. Sólo entonces hablaremos",neg
Espero que PSOE no se ponga de canto con el tema AMAIUR. O a favor o en contra. Pronto empezamos a no ser claros si no.,neg
"@antoniosanz : @PepeGrinan ""falta el respeto"" e ""insulta"" a la juez del caso ERE al decir que está siendo ""manipulada"" http://t.co/4R5hQzjo",neg
"La Mesa no ha tenido en cuenta que no haya prometido la Constitución el diputado navarro de Amaiur. Villalobos, PP, ""el truco no ha servido""",neg
"Rajoy habla ya de que tomará medidas ""no gratas"" y dice que seIncumple promesas lo explicaráhttp://t.co/lYI9dhc8",neg
@Juandecolmenero No lo he visto. A ellos les parece ambiguo y dicen q no lleva membrete oficial.,neg
Amaiur no cumple los requisitos y no tendrá grupo parlamentario,neg
"La forma de convertir el cese de la violencia de ETA en irreversible, es el estado de derecho, pero también la política en el Congreso.",neg
Rusia y también China proponen condena de Siria en la ONU. Al fin !!,neg
Xq los socialistas retrasaron la reunión de la mesa del Congreso? Necesitaban consultar con jefatura? X eso estaban pegados al teléfono?,neg
Aún no sabemos los términos del indulto de @libertadmontes a ver si el Gobierno lo cuenta pronto y podemos ver cuándo puede salir Miguel.,neg
"Corría el rumor d q el ministro d Economía iba a ser Luis Garicano, catedrático en la London School. Pero me lo desmiente quien lo sabe",neg
"Por si a alguien no le queda claro, además: Rajoy no se sentará con Amaiur libertaddigital.com/nacional/2011-… vía @libertaddigital",neg
"El Gobierno indulta ""algunas de las penas"" del preso común más antiguo de España http://t.co/6KiDOsMK",neg
La población española se estanca http://t.co/Yoy6GG25,neg
"Que buena noticia. ;) RT @FeerAlvizar: Primer  concierto, en que no pude sacar mi camara porque no (cont) http://t.co/SfQ7Taic",neg
Grupos radicales de izquierda mandan balas a Monti.  http://t.co/6WpKFqBf  Espero que la izquierda no caiga en la tentación de la violencia.,neg
"Por lo que veo, la respuesta de la derecha a los recortes sociales q preparan va a ser; ""tú, calla! que eres socialista!"". GRAN argumento...",neg
¿El Ayto de Madrid volverá a trasladar estaciones d medición al campo para seguir maquillando los datos d #boinanegra? http://t.co/cReoTWwo,neg
Es verdad que el sábado por la tarde se rompen muchas parejas pero se pierden mas paraguas si llueve.,neg
Convulsiones que marcan toda una vida http://t.co/Tw7Yq8U4 via @elmundoes,neg
abc.es: Un 40% de los niños sufre bronquiolitis http://t.co/McjDYuTs,neg
"Ha muerto Václav Havel, referencia moral para la izquierda europea. Resistió en los malos momentos y no abandonó los ideales en los buenos",neg
Vaclav Havel nos deja. Un político con la fuerza de la moral y reivindicador de la sociedad civil contra todo abuso http://t.co/cAKHLJvl.,neg
"Después de la prueba de esta mañana, tengo una pequeña rotura de fibras (grado 1). Espero volver cuanto antes. Un saludos a tod@s.",neg
"En política exterior se acabaron los gestos. Lo que digan Merkozy, apagar  la luz en Afganistán, y si te vi no me ...en Sahara y Palestina.",neg
"infórmate bien“@rivero_: Sr. @buenafuente, no está bien criticar EREs con beneficios si luego haces lo mismo http://t.co/GQmC8Uif”",neg
Las tentaciones son para caer en ellas “@Marprito: me estoy resistiendo en leer el #EPN de @pedroj_ pero creo que en estas caigo fijo!!”,neg
Mis amigos llegan tarde. Comienza Cirque du Soleil. En la puerta: toma las entradas y yo entro. Y dicen NO. Por esperar pierdo 20 min. #WTF,neg
sigo sin entender que patxi lopez saliera criticando la decisión sobre amaiur cuando su partido no vota en contra y se abstiene.,neg
La Mesa del Congreso rechaza el recurso de Amaiur http://t.co/Zmny3wMK,neg
El CIE no sale del bucle http://t.co/fve16D58,neg
"Sabino Cuadra, el diputado de Amaiur por Navarra  (que faltaba) promete la Constitución. Un Diputado grita ""por dinero"". #Congreso",neg
Tras el numerito del de Amaiur (Sabino y Cuadra se tenía que llamar) sube Rajoy a la tribuna. El que la sigue la consigue.,neg
Por ahora decepcionado por la poca concreción de las medidas que Rajoy propone para salir de la difícil situación que vivimos.,neg
"#Rajoy La deuda, al 60% en 2020.",neg
Habla de Educación: España no tiene ninguna Universidad entre las 150 mejores del mundo. Hay que cambiar. #investidura,neg
"#Rajoy Ya lleva una hora de discurso. No veo ahorros por ningún lado, sólo gastos, toda las reformas cuestan dinero ¿Nos lo dirá al final?",neg
"""La decepción de Durban es una mala noticia para todos"". Esta frase es de trámite....",neg
"#Rajoy Ya habla de ""terminar"". ¿No va a decir con qué dinero va a pagar las reformas, de dónde quitará para poner dónde?",neg
.@MarianoRajoy Cuando las nubes ocultan el cielo... somos incapaces de ver otra cosa incluso de imaginar q puedan desaparecer. Desaparecerán,neg
"En definitiva, ajuste hasta el RIGOR MORTIS al empleo y la economía, y excusa para recortar lo social adornado con retórica de diálogo.",neg
"Y, contra pronósticos, seguimos sin saber la estructura del Gobierno de Rajoy, + allá de q habrá un M. Agricultura #investidura",neg
"""A veces, cuando las nubes de la pesadumbre ocultan el cielo, parece q somos incapaces de imaginar q puedan desaparecer.Desaparecerán"" Rajoy",neg
Parece que no gusta lo de una competencia una administración. Pues ganaremos en eficiencia. Y hablaremos menos de competencias impropias,neg
"Rubalcaba le pregunta a Rajoy, y con razón, cuándo va a anunciar las malas noticias.",neg
"Rubalcaba pide ""una subida de impuestos selectiva"", a quienes más tienen y a grandes empresas #investidura",neg
Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos. Rajoy ni le mira. #investidura,neg
Debería llegar ahora el momento en que Rajoy improvise. Pero va lleno de papeles a la tribuna. Esta aceptando los pactos que ofrecía Rubalc,neg
"Rajoy: ""intentaré que no haya"" dinero público para el sector financiero, aunque dice que hasta ahora, con el FROB, lo ha habido #investidura",neg
Rajoy habla de recaudación... Pero no menciona la lucha contra el fraude.,neg
"Rajoy no quiere aplausos de más. Manda sentar con un gesto a su portavoz, Alfonso Alonso, para acallar al grupo que ... http://t.co/husQdH95",neg
"la cuenta de gastos fiscales propuesta por Rajoy es voluntarista, un poco electoral. ¿habrán hecho los números? Temo que no",neg
"Tanto recortar, Rajoy va a empezar por las consonantes. Se salta una de cada dos. (le he dao, senao)",neg
"Continúa CIU con austeridad, rigor y solidaridad, mediante ley ómnibus( un sarcasmo), sólo algún pellizco con el estatut.",neg
"Durán (CiU) se declara ""enormemente preocupado"" por la ""recentralización"" que cree ver en las medidas de Rajoy #investidura",neg
"Hay 4.023 empresas, organismos y entidades publicas, dice Rajoy. Y mucho absentismo, añade.Habla de recortar empleo publico, sin cuantificar",neg
"Se recomienda a Rosa Díez foniatra al canto, con ese tono de voz le van a salir unos pólipos como monaguillos si no se cuida.",neg
Rajoy y Rosa Diez apuran los ultimos minutos del debate. Se enzarzan a cuenta de la ley electoral,neg
Se nos ha ido el maestro Héctor Núñez. Una gran pérdida. Un sentido abrazo para la familia y el fútbol uruguayo. DEP,neg
Yo debería estar durmiendo. Y nada. Y me levanto a las siete. Como era eso de las ovejas?,neg
"Igual estoy dormido y sueño que twiteo. No, imposible: la wifi va y viene #estoesrealsiempre",neg
Obviedad: depende del cristal con q se mira. Una cosa es la oposición y otra el Gobierno. Rajoy propone cosas ahora a las q se opuso ayer!,neg
Se necesita sangre de los grupos 0- y AB- en los hospitales madrileños http://t.co/fP4dxdmT,neg
Rosa10 pone en duda la transparencia de Rajoy por la ausencia de concreciones http://t.co/1Yz0sZsp,neg
Rajoy lee todo tipo de cosas mientras habla Amaiur. De vez en cuando levanta la cabeza y mira a Antigüedad. Muy poco. Gesto muy claro.,neg
Rajoy dice que el paso que esperamos todos los españoles es que ETA anuncie su disolución irreversible,neg
El tono duro y sin concesiones de la réplica de Rajoy a Amaiur anuncia cómo encarará esa relación. Será lógico pero a lo peor no ...,neg
Buscan a una niña de 13 años desaparecida en Pola de Lena (Asturias) - http://t.co/OMbySqPb,neg
"""Estamos condenados a entendernos, cada uno con sus identidades y sus obsesiones"", dice antigüedad a Rajoy. #investidura",neg
Curioso. Al de Amaiur no le han aplaudido ni los suyos,neg
"#Amaiur, Antigüedad insiste a Rajoy que están condenados a entenderse: ""vamos _ perseverar..como si hace falta atornillarse a la mesa""",neg
"Rajoy dice no al relanzamiento económico, no a los impuestos a ricos, no a la reforma electoral y sí  a los recortes y ajustes.",neg
No puedo evitar emocionarme al escuchar a @AlfonsoAlonsoPP hablar de las victimas del terrorismo... el sabe lo q es luchar x la libertad,neg
"Alfonso Alonso reprocha a antigüedad que no haya condenado a ETA desde la tribuna del parlamento. ""Debemos ser especialmente exigentes"".",neg
"Cuenta atrás para la era Zapatero. En unos minutos, ex presidente",neg
"Corrillos de diputados en #investidura. Rubalcaba y Zapatero hablan en el escaño del Presidente, que hoy se despide de la vida parlamentaria",neg
"Amaiur justifica la abstención ""no participamos en la elección de un Presidente Español"" #investidurarajoy",neg
"Pasa de push a pull, otro paradigma @evocaimagen @pepecerezo @gonzalomartin @mkdirecto Primera oleada 2.0 ha fracasado http://t.co/hMfyvd1a",neg
"vergonzoso, littleboy?“@Suanzes: @PilarGGranja Lo que sorprende no es que quieran serlo. Lo que sorprende es que lo digas en voz alta...”",neg
@Fgarea podemos crear el hashtag #marianonomellama para todos aquellos que esperan... y desesperan,neg
¿Qué hace falta para pedir una ficha bancaria? Yo también quiero comprar deuda al 4% con un prestamo del BCE al 1% a devolver en tres años.,neg
"@anai_martin @Semanaldigital Gara, fiel a su línea editorial: quienes están en la cárcel, a la calle siempre que sean d ETA. D traca!",neg
@mgilguerrero ¿Y cuánto tiempo tardará algún ministrable en cerrar su cuenta de Twitter cuando ya sea ministro?,neg
¿Conoce la doctrina del TC sobre libertad de expresión? Posada busca evitar fotos como la del móvil de Rubalcaba http://t.co/nG29JlK6,neg
Con Rajoy vuelve aquello de que el que se mueva en la foto no sale,neg
En la web de Moncloa no hay ni musiquilla ...,neg
Ana Botella alcaldesa? de momento es TT....,neg
Una anécdota del nuevo ministro de Exteriores: cuando enfadó a El Alcazar desde el despacho de Pilar Primo de Rivera http://t.co/v2t8g2ol,neg
"¿Habrá mañana ""momento Clos"" (ese desastroso ministro de Industria que prometió el cargo como ministro de Justicia)?",neg
#GobiernoRajoy lo de sobradamente preparados es una ironía por la portada de @elmundoes. Cuanto peloteo de Pedro J. para hacerse perdonar,neg
Estepona lleva a los juzgados irregularidades detectadas en las subvenciones  http://t.co/mwNF5ttj,neg
Algunos hablan de que ha desaparecido Cooperación Internacional...pero qué BOE han leído? SECRETARÍA DE ESTADO DE AAEE y COOPERACIÓN.,neg
"Jose Ignacio Wert ,desde hoy Ministro de educación, ha sido un articulista beligerante en la defensa del sistema electoral bipartidista.",neg
"ays este Andrea!!! Andrea Casiraghi, sin carnet de conducir por correr demasiado http://t.co/asJeyFpc",neg
Queremos que el Parlament repruebe al Conseller Mas-Colell por pisotear derechos laborales de trabajadores públicos http://t.co/0oHdLaF2,neg
“@El_Plural: El PP usa el rodillo para volver a “exiliar” a Azaña y aparta su busto 24 días después de su inauguración http://t.co/Qw8sGZbJ”,neg
"“Vivimos en 1mundo donde nos escondemos para hacer el amor,pero la violencia C practica a plena luz dL día#FelizdiadelOrgasmoGlobalPorlaPaz",neg
Malas noticias: ADN cierra. Un abrazo para los compañeros de la redacción y mucha suerte.,neg
EEUU invadió Iraq en busca de inexistentes armas de destrucción masiva y ahora sabemos que el arma de destrucción era el  ejército de EEUU.,neg
"Rajoy ""no se fía"" y cree que Bildu no tiene que estar en instituciones si existe ETA http://t.co/QwO5tNeq vía @europapress_es",neg
Comienza la presión. Activistas antiaborto se manifiestan a la puerta de La Moncloa el día del primer consejo de @marianorajoy y @Sorayapp,neg
Ahora Mas admite modular el REPAGO  con progresividad: Una medida injusta y REACCIONARIA no admite modulación.,neg
"Dada la aversión a las ruedas de prensa de Rajoy, Santamaría va a tener gran presencia para fijar la posición del Gobierno",neg
"Qué rule!@ConchaCLC:Haciéndome un esquema para saber quién está dónde en el #PSOE,entre tanto manifiesto,carta y respuesta.Ya me heperdido.",neg
"Oooooops! Sorry, García-Legaz, secretario de Estado de Comercio (no Turismo)",neg
Veo que no se abre el link de la noticia del Ayto de BCN. Vuelvo. http://t.co/H4yZQfq8,neg
“@Maropopins5:jajaja creo que es peor este que vi yo  http://t.co/RnUhVGyb” Otro incunable ;),neg
"En las casas sin chimenea Papá Noel entra por el microondas. No lo tiene fácil, no.",neg
¿Qué opina Inma Castilla de Cortazar sobre el numerito de Bildu en la ETB? Estará con nosotros en el @TelediarioInter 20:30,neg
La Generalitat dice que no tiene dinero para pagar funcionarios. En el @TelediarioInter 20:30 les contamos para qué sí que tiene dinero.,neg
No se sostiene que sigan negando que Rubalcaba y Chacon están tras manifiestos. Todo se precipitara. Apuesta: Rubalcaba da el paso el martes,neg
Y yo... RT @YaisaGordillo @aarbeloa17 sigo esperando el Twitter del Chori.,neg
